timestamp_utc,date_utc,session_id,turn_index,state_before,state_after,pending_action,current_prompt_field,current_item_id,current_item_name,user_text,normalized_text,pred_main_intent,pred_sub_intent,pred_intent,pred_intent_confidence,slot_model_ran,response_key,command_type,command_summary,outcome,notes
2026-03-11T13:07:23.262787+00:00,2026-03-11,ui-1773234415541,3,cancellation_confirmation,cancellation_confirmation,add_item,,,,i said add a coke,i said add a coke,cart,add_item,add_item,0.9906,1,confirm_cancel_current_item_for_new_request,,,clarification,
2026-03-11T13:07:28.281425+00:00,2026-03-11,ui-1773234415541,4,cancellation_confirmation,idle,,,,,yes,yes,confirmation,affirm,confirm,1.0000,0,item_cancelled_successfully,,,observed,
2026-03-11T13:07:31.882779+00:00,2026-03-11,ui-1773234415541,5,idle,waiting_for_side,add_item,side,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,add chicken taco,add chicken taco,cart,add_item,add_item,0.9975,1,ask_for_side,,,slots_detected_no_command,
2026-03-11T13:07:34.231364+00:00,2026-03-11,ui-1773234415541,6,waiting_for_side,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,coke,coke,cart,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T13:07:40.802577+00:00,2026-03-11,ui-1773234415541,7,waiting_for_modifier,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,none,none,confirmation,deny,deny,0.9229,1,ask_for_modifier,,,observed,
2026-03-11T13:07:43.216449+00:00,2026-03-11,ui-1773234415541,8,waiting_for_modifier,waiting_for_quantity,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,no,no,confirmation,deny,deny,0.9878,1,ask_for_quantity,,,observed,
2026-03-11T13:07:44.915534+00:00,2026-03-11,ui-1773234415541,9,waiting_for_quantity,waiting_for_quantity,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,2,2,cart,change_quantity,unknown,1.0000,0,repeat_quantity_prompt,,,slots_detected_no_command,
2026-03-11T13:07:46.739192+00:00,2026-03-11,ui-1773234415541,10,waiting_for_quantity,waiting_for_quantity,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,3,3,cart,change_quantity,unknown,1.0000,0,repeat_quantity_prompt,,,slots_detected_no_command,
2026-03-11T13:43:54.980239+00:00,2026-03-11,ui-1773236622643,1,idle,confirming_item,add_item,,,,i want a chicken taxco,i want a chicken taxco,cart,add_item,add_item,0.9933,1,confirm_item_ambiguous,,,clarification,
2026-03-11T13:44:05.766815+00:00,2026-03-11,ui-1773236622643,2,confirming_item,confirming_item,add_item,,,Chicken Taco,i want a chicken taco,i want a chicken taco,cart,add_item,add_item,0.9971,1,confirm_item,,,slots_detected_no_command,
2026-03-11T13:44:16.122552+00:00,2026-03-11,ui-1773236622643,3,confirming_item,waiting_for_side,add_item,side,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,yes,yes,confirmation,affirm,confirm,1.0000,0,ask_for_side,,,observed,
2026-03-11T13:44:18.267513+00:00,2026-03-11,ui-1773236622643,4,waiting_for_side,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,coke,coke,cart,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T13:44:21.239884+00:00,2026-03-11,ui-1773236622643,5,waiting_for_modifier,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,steak,steak,menu,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T13:44:23.118302+00:00,2026-03-11,ui-1773236622643,6,waiting_for_modifier,idle,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,no,no,confirmation,deny,deny,0.9878,1,item_added_successfully,ADD_ITEM_TO_CART,item_id=e267fa3a-db86-4bf7-8124-c1523ddd6258;quantity=1;variant_id=;sides={'d9dcbebe-7d66-4659-940c-3890678834b5': ['5e57e093-8aab-4e93-acec-5a696fadd73e']};side_variants={};modifiers={'600e5a6e-96d5-4759-9ca4-d229b0f6b9c2': ['370bd5a8-90bd-4996-a0c3-4be007075de4']},success_command_emitted,
2026-03-11T13:44:27.164059+00:00,2026-03-11,ui-1773236622643,7,idle,idle,,,,,no,no,confirmation,deny,deny,0.9878,0,intent_not_allowed,,,failure,
2026-03-11T13:44:29.818895+00:00,2026-03-11,ui-1773236622643,8,idle,idle,,,,,no,no,confirmation,deny,deny,0.9878,0,intent_not_allowed,,,failure,
2026-03-11T13:44:31.482512+00:00,2026-03-11,ui-1773236622643,9,idle,idle,,,,,no,no,confirmation,deny,deny,0.9878,0,intent_not_allowed,,,failure,
2026-03-11T17:36:27.791551+00:00,2026-03-11,ui-1773250576679,1,idle,confirming_item,add_item,,,,i want to have aqchicken tacos,i want to have aqchicken tacos,cart,add_item,add_item,0.9939,1,confirm_item_ambiguous,,,clarification,
2026-03-11T17:36:39.605082+00:00,2026-03-11,ui-1773250576679,2,confirming_item,cancellation_confirmation,add_item,,,,add chicken taco,add chicken taco,cart,add_item,add_item,0.9975,1,confirm_cancel_current_item_for_new_request,,,clarification,
2026-03-11T17:36:58.962647+00:00,2026-03-11,ui-1773250576679,3,cancellation_confirmation,cancellation_confirmation,add_item,,,,no add chicken tacos,no add chicken tacos,cart,add_item,add_item,0.9484,1,confirm_cancel_current_item_for_new_request,,,clarification,
2026-03-11T17:52:26.759591+00:00,2026-03-11,ui-1773251534038,1,idle,idle,,,,,i want a chickesnc tacosc,i want a chickesnc tacosc,cart,add_item,add_item,0.9976,1,item_not_found,,,failure,
2026-03-11T17:52:36.727023+00:00,2026-03-11,ui-1773251534038,2,idle,idle,,,,,show platters,show platters,menu,browse_category,show_menu,0.9934,1,intent_not_allowed,,,failure,
2026-03-11T17:52:41.451360+00:00,2026-03-11,ui-1773251534038,3,idle,waiting_for_side,add_item,side,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,add chicken taco,add chicken taco,cart,add_item,add_item,0.9975,1,ask_for_side,,,slots_detected_no_command,
2026-03-11T17:52:43.958416+00:00,2026-03-11,ui-1773251534038,4,waiting_for_side,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,coke,coke,cart,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T17:52:51.487583+00:00,2026-03-11,ui-1773251534038,5,waiting_for_modifier,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,i'll taje sausage link,ill taje sausage link,cart,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T17:52:53.552720+00:00,2026-03-11,ui-1773251534038,6,waiting_for_modifier,waiting_for_quantity,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,no,no,confirmation,deny,deny,0.9878,1,ask_for_quantity,,,observed,
2026-03-11T17:52:55.204277+00:00,2026-03-11,ui-1773251534038,7,waiting_for_quantity,idle,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,2,2,cart,change_quantity,unknown,1.0000,0,item_added_successfully,ADD_ITEM_TO_CART,"item_id=e267fa3a-db86-4bf7-8124-c1523ddd6258;quantity=2;variant_id=;sides={'d9dcbebe-7d66-4659-940c-3890678834b5': ['5e57e093-8aab-4e93-acec-5a696fadd73e']};side_variants={};modifiers={'600e5a6e-96d5-4759-9ca4-d229b0f6b9c2': ['917d4025-7326-4fc7-b801-a6d76f14e0a9', '44b1d695-76ec-454e-b8d3-c01d5f1dcf92']}",success_command_emitted,
2026-03-11T17:53:13.205680+00:00,2026-03-11,ui-1773251534038,8,idle,confirming_item,add_item,,,,add aqchicken tacos,add aqchicken tacos,cart,add_item,add_item,0.9980,1,confirm_item_ambiguous,,,clarification,
2026-03-11T17:54:27.254264+00:00,2026-03-11,ui-1773251659663,1,idle,confirming_item,add_item,,,,add aqchicken tacos,add aqchicken tacos,cart,add_item,add_item,0.9980,1,confirm_item_ambiguous,,,clarification,
2026-03-11T17:55:11.478152+00:00,2026-03-11,ui-1773251659663,2,confirming_item,confirming_item,add_item,,,Beef Tacos,add beef tacos,add beef tacos,cart,add_item,add_item,0.9978,1,confirm_item,,,slots_detected_no_command,
2026-03-11T17:55:14.714570+00:00,2026-03-11,ui-1773251659663,3,confirming_item,waiting_for_quantity,add_item,quantity,0f75d6f9-1b9f-4f94-be86-09a04dab5f27,Beef Tacos,yes,yes,confirmation,affirm,confirm,1.0000,0,ask_for_quantity,,,observed,
2026-03-11T17:55:16.501933+00:00,2026-03-11,ui-1773251659663,4,waiting_for_quantity,idle,add_item,quantity,0f75d6f9-1b9f-4f94-be86-09a04dab5f27,Beef Tacos,2,2,cart,change_quantity,unknown,1.0000,0,item_added_successfully,ADD_ITEM_TO_CART,item_id=0f75d6f9-1b9f-4f94-be86-09a04dab5f27;quantity=2;variant_id=;sides={};side_variants={};modifiers={},success_command_emitted,
2026-03-11T17:55:22.978359+00:00,2026-03-11,ui-1773251659663,5,idle,confirming_item,add_item,,,,i want a beef taco,i want a beef taco,cart,add_item,add_item,0.9971,1,confirm_item_ambiguous,,,clarification,
2026-03-11T17:55:30.724636+00:00,2026-03-11,ui-1773251659663,6,confirming_item,confirming_item,add_item,,,Beef Tacos,add beef tacos,add beef tacos,cart,add_item,add_item,0.9978,1,confirm_item,,,slots_detected_no_command,
2026-03-11T17:55:32.892706+00:00,2026-03-11,ui-1773251659663,7,confirming_item,idle,add_item,,0f75d6f9-1b9f-4f94-be86-09a04dab5f27,Beef Tacos,yes,yes,confirmation,affirm,confirm,1.0000,0,item_added_successfully,ADD_ITEM_TO_CART,item_id=0f75d6f9-1b9f-4f94-be86-09a04dab5f27;quantity=1;variant_id=;sides={};side_variants={};modifiers={},success_command_emitted,
2026-03-11T17:55:39.079857+00:00,2026-03-11,ui-1773251659663,8,idle,waiting_for_side,add_item,side,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,add chicken taco,add chicken taco,cart,add_item,add_item,0.9975,1,ask_for_side,,,slots_detected_no_command,
2026-03-11T17:55:42.742487+00:00,2026-03-11,ui-1773251659663,9,waiting_for_side,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,coke,coke,cart,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T17:55:48.216252+00:00,2026-03-11,ui-1773251659663,10,waiting_for_modifier,waiting_for_modifier,add_item,modifier,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,steak,steak,menu,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-11T17:55:51.623510+00:00,2026-03-11,ui-1773251659663,11,waiting_for_modifier,waiting_for_quantity,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,cheese,cheese,cart,add_item,unknown,1.0000,1,ask_for_quantity,,,slots_detected_no_command,
2026-03-11T17:55:54.308152+00:00,2026-03-11,ui-1773251659663,12,waiting_for_quantity,idle,add_item,quantity,e267fa3a-db86-4bf7-8124-c1523ddd6258,Chicken Taco,four,four,cart,change_quantity,unknown,1.0000,0,item_added_successfully,ADD_ITEM_TO_CART,"item_id=e267fa3a-db86-4bf7-8124-c1523ddd6258;quantity=4;variant_id=;sides={'d9dcbebe-7d66-4659-940c-3890678834b5': ['5e57e093-8aab-4e93-acec-5a696fadd73e']};side_variants={};modifiers={'600e5a6e-96d5-4759-9ca4-d229b0f6b9c2': ['370bd5a8-90bd-4996-a0c3-4be007075de4'], '1e0fad0b-4d65-4e2d-a8bf-ad9d20696705': ['38352951-3cfc-4bed-aa59-bdef96e6edea']}",success_command_emitted,
2026-03-11T17:55:57.506156+00:00,2026-03-11,ui-1773251659663,13,idle,idle,,,,,no,no,confirmation,deny,deny,0.9878,0,idle_nothing_to_checkout,,,observed,
2026-03-12T12:18:27.012080+00:00,2026-03-12,ui-1773317897762,1,idle,idle,,,,,i want pizzas,i want pizzas,cart,add_item,add_item,0.9354,1,item_not_found,,,failure,
2026-03-12T12:18:36.259202+00:00,2026-03-12,ui-1773317897762,2,idle,idle,,,,,show me platters,show me platters,menu,browse_category,browse_category,0.9946,1,show_category,,,slots_detected_no_command,
2026-03-12T12:18:48.708259+00:00,2026-03-12,ui-1773317897762,3,idle,idle,,,,,shoe me drinks,shoe me drinks,menu,browse_category,browse_category,0.8744,1,show_category,,,slots_detected_no_command,
2026-03-12T12:19:00.054448+00:00,2026-03-12,ui-1773317897762,4,idle,idle,,,,,you got drinks,you got drinks,menu,availability_query,availability_query,0.9965,1,menu_not_found,,,slots_detected_no_command,
2026-03-12T12:28:31.836857+00:00,2026-03-12,ui-1773317897762,5,idle,confirming_item,add_item,,,,i want pizza,i want pizza,cart,add_item,add_item,0.9960,1,confirm_item_ambiguous,,,clarification,
2026-03-12T12:28:45.749945+00:00,2026-03-12,ui-1773317897762,6,confirming_item,confirming_item,add_item,,,,i want platter,i want platter,cart,add_item,add_item,0.9969,1,confirm_item_ambiguous,,,clarification,
2026-03-12T12:40:35.714167+00:00,2026-03-12,ui-1773319226450,1,idle,idle,,,,,you got pizza,you got pizza,menu,availability_query,availability_query,0.9966,1,show_category,,,slots_detected_no_command,
2026-03-12T12:41:04.959953+00:00,2026-03-12,ui-1773319226450,2,idle,confirming_item,add_item,,,,I'll take go with Hawaaiian Pizza,ill take go with hawaaiian pizza,cart,add_item,add_item,0.9955,1,confirm_item_ambiguous,,,clarification,
2026-03-12T12:41:15.556492+00:00,2026-03-12,ui-1773319226450,3,confirming_item,confirming_item,add_item,,,Hawaiian Pizza,Hawaiian Pizza,hawaiian pizza,cart,add_item,add_item,0.9622,1,confirm_item,,,slots_detected_no_command,
2026-03-12T12:41:18.354832+00:00,2026-03-12,ui-1773319226450,4,confirming_item,waiting_for_modifier,add_item,modifier,e549d096-176c-402b-8d0d-9cf424dbaa4e,Hawaiian Pizza,yes,yes,confirmation,affirm,confirm,1.0000,0,ask_for_modifier,,,observed,
2026-03-12T12:41:23.165715+00:00,2026-03-12,ui-1773319226450,5,waiting_for_modifier,waiting_for_modifier,add_item,modifier,e549d096-176c-402b-8d0d-9cf424dbaa4e,Hawaiian Pizza,add pepper,add pepper,cart,add_item,unknown,1.0000,1,ask_for_modifier,,,slots_detected_no_command,
2026-03-12T12:41:26.572377+00:00,2026-03-12,ui-1773319226450,6,waiting_for_modifier,waiting_for_modifier,add_item,modifier,e549d096-176c-402b-8d0d-9cf424dbaa4e,Hawaiian Pizza,no,no,confirmation,deny,deny,0.9878,1,ask_for_modifier,,,observed,
2026-03-12T12:41:32.631553+00:00,2026-03-12,ui-1773319226450,7,waiting_for_modifier,waiting_for_size,add_item,size,e549d096-176c-402b-8d0d-9cf424dbaa4e,Hawaiian Pizza,spicy tomato,spicy tomato,cart,add_item,unknown,1.0000,1,ask_for_size,,,slots_detected_no_command,
2026-03-12T12:41:35.843332+00:00,2026-03-12,ui-1773319226450,8,waiting_for_size,waiting_for_quantity,add_item,quantity,e549d096-176c-402b-8d0d-9cf424dbaa4e,Hawaiian Pizza,small,small,cart,modify_item,unknown,1.0000,0,ask_for_quantity,,,slots_detected_no_command,
